"id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization"
"371","MueA1601","","","2","Person","Contemporary","female","Mülinen","Anna, von","","01/01/1601 00:00","","","01/01/1647 00:00","Bern, Switzerland","Bern, Switzerland","","","","na",""
"372","MueA1523§","","","2","Person","Historical","female","Mülinen","Anna, von","","","","","","Bern, Switzerland","Bern, Switzerland","","Priorin, married later Heinrich Sinner*","","na",""
"373","MueA1500§","","","2","Person","Undefined","female","Mülinen","Anna, von","","","","","","na","na","","","","na",""
"374","MueH1850","","","2","Person","Historical","female","Mülinen","Helene, von","","01/01/1850 00:00","","","01/01/1924 00:00","Bern, Switzerland","Bern, Switzerland","","[She] was a Swiss feminist who is regarded as the founder of the organised Swiss women's suffrage movement. She founded the Swiss women's suffrage movement, Bund Schweizerischer Frauenvereine (BSF), in 1900, and served as its first president between 1900 and 1904. (Wikipedia)","","47532887",""
"375","MueHH1794","","","1","Person","Contemporary","male","Müller","Hans Heinrich","","01/01/1794 00:00","Hittnau/Zürich","","01/01/1839 00:00","","","","hat ein geringes Vermögen","","",""
"376","MueHR1780","","","1","Person","Historical","male","Müller","Hans Rudolf","","01/01/1780 00:00","Hittnau","","","","","","Feldweibel","","",""
"377","MueJ1752","","","3","Person","Historiographer","male","Müller","Johannes, von","","01/01/1752 00:00","Schaffhausen/Kassel","","01/01/1809 00:00","","","","Geschichtswissenschafter. – interpretation of honourfully losing a battle “«Helden ergeben sich unter Gott, gewöhnliche Menschen meinen, durch Niederträchtigkeit dem Schicksal zu entweichen.»“ in (P. Keller, 2012)","","",""
"378","MueH0000","","","2","Person","Undefined","male","Müller ","Hans  ","","","","","","","","","","","na",""
"379","MueFrKxxxx","","","2","Person","Historical","male","Müller-Friedberg","Karl","","","","","","","","","letzter Landvogt im Toggenburg","","",""
"380","MuJ1791","","","1","Person","Contemporary","male","Munzinger","Josef","","01/01/1791 00:00","Solothurn","","01/01/1855 00:00","","","","Kaufmann, ","","",""
"381","MuWxxxx","","","2","Person","Historical","male","Munzinger","Walther","","","","","","","","","","","",""
"382","Muxxxx","","","2","Person","Historical","male","Muralt",", von","","","","","","","","","Sarnerbund; Seckelmeister","","",""
"383","MuAR1783","","","2","Person","Contemporary","male","Muralt","Abraham Rudolf, von","","01/01/1783 00:00","","","01/01/1859 00:00","Utrecht, Netherlands","Bern, Switzerlan","","","","86082492",""
"384","MuHC1779","","","1","Person","Contemporary","male","Muralt","Hans (C)Konrad, von","","01/01/1779 00:00","","","01/01/1869 00:00","","","","Seidenhändler?, Vorsitz Eisenbahngesellschaft Basel-Zürich 1838","","",""
"385","MuK1779","","","1","Person","Contemporary","male","Muralt","Konrad, von","","01/01/1779 00:00","","","01/01/1869 00:00","","","","Bürgermeister","","",""
"386","MuLxxxx","","","3","Person","Historiographer","male","Muralt","Leonhard, von","","","","","","","","","„history of initialisation“ (Initialisierungshistorie) from history of Reformation towards republican tradition (Metzger, 2011) (p. 175)","","",""
"387","MuRKA0000","","","2","Person","Undefined","male","Muralt","R.K.A.","","","","","","","","","Oberstlieutenant in franz. Diensten","","na",""
"388","MueA1887","","","2","Person","Contemporary","female","Mürset","Anna","","01/01/1887 00:00","","","01/01/1975 00:00","na","na","","Inventor","","na",""
"389","NaH1874","","","3","Person","Historiographer","male","Nabholz","Hans","","01/01/1874 00:00","","","01/01/1961 00:00","","","","Schweizer Historiker und Archivar","","",""
"390","NaeW1894","","","3","Person","Historiographer","male","Näf","Werner","","01/01/1894 00:00","","","01/01/1959 00:00","","","","Schweizer Historiker","","",""
"391","NaLIIIxxxx","","","2","Person","Historical","male","Napoleon III.","Louis","","","","","","","","","Sohn von Hortense de Beauharnais, Neffe von Napoleon","","",""
"392","NeALG1766","","","2","Person","Historical","female","Necker","Anne-Louise Germaine ","later Anne Louise Germaine de Staël-Hols","01/01/1766 00:00","","","01/01/1817 00:00","Rocca","Paris, France","","[She] was a French woman of letters of Swiss origin whose lifetime overlapped with the events of the French Revolution and the Napoleonic era. She was one of Napoleon's principal opponents.  (Wikipedia)","","89204033",""
"393","NeC1796","","","1","Person","Contemporary","male","Neuhaus","Charles","","01/01/1796 00:00","Bern","","01/01/1849 00:00","","","","Stadtrat, Fabrikant","","",""
"394","NiCF1733","","","3","Person","Historiographer","male","Nicolai","Christoph Friedrich","","01/01/1733 00:00","","","01/01/1811 00:00","","","","","","",""
"395","NiA0000","","","2","Person","Undefined","male","Nicole","Abram","","","Neuchatel","","","","","","","","na",""
"396","NeKaR1779","","","2","Person","Historical","female","Niederer-Kasthofer","Rosette","","01/01/1779 00:00","","","01/01/1857 00:00","Zürich, Switzerland","Bern, Switzerland","","","","67596849",""
"397","NueD1792","","","1","Person","Contemporary","male","Nüscheler ","David","","01/01/1792 00:00","","","01/01/1871 00:00","Zürich, Switzerland","Zürich, Switzerland","","Kaufmann im Baumwollhandel","","80593224",""
"398","NueJC0000","","","1","Person","Undefined","male","Nüscheler ","Jakob Christoph","","","","","","","","","Pfarrer Grossmünster 1799","","",""
"399","NueJC1826","","","1","Person","Contemporary","male","Nüscheler ","Johann Conrad","","01/01/1826 00:00","","","01/01/1910 00:00","","","","","","",""
"400","OZxxxx","","","2","Person","Historical","male","O.","Z.","","","","","","","","","warnt Hirzel M. obwohl er von der Opposition ist","","",""
"401","OcP1752","","","4","Person","Biographer","male","Ochs ","Peter","","01/01/1752 00:00","Nantes/Basel","","01/01/1821 00:00","","","","Politiker, Jurist, Historiker, Entwirft die Helvetische Republik nach franz. Vorbild","","",""
"402","OcU0000","","","2","Person","Historical","male","Ochsenbein","Ulrik","","","Bern","","","","","","radikaler Führer Bern (Freischärler), Advokat","","na",""
"403","OeWxxxx","","","2","Person","Historical","male","Oechsli","Wilhelm","","","","","","","","","","","",""
"404","OeW1944","","","3","Person","Historiographer","male","Oechslin","Werner","","01/01/1944 00:00","","","","","Einsiedeln","","","","84636169",""
"405","OpM1913","","","2","Person","Historical","female","Oppenheim","Meret","","01/01/1913 00:00","","","01/01/1985 00:00","Basel, Switzerland","Berlin, Germany","","","","61550307",""
"406","vOrD1749","","","2","Person","Historical","male","Orell ","David, von","","01/01/1749 00:00","","","01/01/1812 00:00","","","","was married to Regula sister of H.Eschers father","","",""
"407","vOrJC1787","","","2","Person","Contemporary","male","Orelli","Johann Caspar, von","","01/01/1787 00:00","","","01/01/1849 00:00","","","","Professor, Sohn von David von Orell","","",""
"408","OrJC1788","","","1","Person","Contemporary","male","Orelli","Johann Conrad, von","","01/01/1788 00:00","","","01/01/1854 00:00","","","","Sohn von David von Orell, jüngerer Bruder von Johann Caspar, erhielt das griech. Ehrenbürgerrecht für seine Verdienste im Befreiungskrieg, war Gymnasiallehrer und Philologe (Romanistik Franz/Ital)","","",""
"409","OrRiS1845","","","2","Person","Contemporary","female","Orelli-Rinderknecht","Susanna","","01/01/1845 00:00","","","01/01/1939 00:00","na","na","","","","na",""
"410","OrF1819","","","2","Person","Contemporary","male","Orsini","Felice","","01/01/1819 00:00","","","01/01/1858 00:00","Paris, France","Meldola, Italy","","Orsini was an Italian freedom fighter. He was executed after a failed attack on Napoleon III.","","62350712",""
"411","OtH0000","","","2","Person","Historical","male","Ott","Heinrich","","","","","01/01/1811 00:00","","","","Kaufmann, married to Elisabetha sister of H.Eschers father","","na",""
"412","OtJ 0000","","","2","Person","Historical","male","Ott","Jakob","","","Unterlangenhart","","","","","","Gichteler (Neugläubiger)","","na",""
"413","OtJCxxxx","","","2","Person","Historical","male","Ott","Johann Caspar","","","","","","","","","","","",""
"414","OtPeL1819","","","3","Person","Historiographer","female","Otto-Peters","Louise","Otto Stern (pseudonym)","01/01/1819 00:00","","","01/01/1895 00:00","Leibzig","Meissen","","[She] was a German writer, feminist, poet, journalist, and women's rights movement activist. She often wrote under the pseudonym of Otto Stern. She is widely acknowledged as the founder of the organized German women's movement. (Wikipedia) publisches in Dittmar’s Die sociale Reform (Wikipedia)","","18014534",""
"415","PaL1854","","","3","Person","Historiographer","male","Pastor","Ludwig","","01/01/1854 00:00","","","01/01/1929 00:00","","","","Geschichte der Päpste seit dem Ausgang des Mittelalters (Metzger, 2011) (p. 173)","","",""
"416","Pexxxx","","","2","Person","Historical","male","Perregaux","","","","","","","","","","Capitän aus Neuchatel","","",""
"417","PeA1738","","","2","Person","Historical","female","Pestalozzi","Anna","","01/01/1738 00:00","","","","na","na","","","","na",""
"418","PeJH1746","","","1","Person","Historical","male","Pestalozzi","Johann Heinrich","","01/01/1746 00:00","Zürich/Brugg","","01/01/1827 00:00","","","","Diacon/Pfarrer in Höngg, Pädagoge, Philosoph, Schul-und Sozialreformer, vor allem sein Buch ""Emil"" wurde gelesen","","",""
"420","PeFxxxx","","","2","Person","Historical","male","Petavel","François","","","","","","","","","","","",""
"422","PeHCxxxx","","","3","Person","Historiographer","male","Peyer   ","Hans Conrad","","","","","","","","","His article in Schweizer Monatshefte „Der St. Galler Reformator Vadian als Geschichtsschreiber : pragmatische und mythische Geschichtsauffassung in der Schweiz des 16. Jahrhunderts“ (1985) (Peyer, 1985) „pragmatic and mythical conception of history“ in the 16th Century ","","",""
"423","PeA0000","","","2","Person","Undefined","male","Peyer (im Hof)","Anton","","","Willisau","","","","","","Father of Heinrich Peyer and in-law of Katharina Peyer; Schultheiss of Willisau, saddler","","",""
"424","PeH0000","","","2","Person","Undefined","male","Peyer (im Hof)","Heinrich","","","Willisau","","01/01/1837 00:00","","","","","","",""
"425","PeJ 0000","","","2","Person","Undefined","female","Peyer (im Hof)","Josefine","","","","","","na","na","","nice of Katharina Morel","","na",""
"426","PeK0000","","","2","Person","Undefined","female","Peyer (im Hof)","Katharina","","","","","","na","na","","nice and step daughter of Katharina Morel","","na",""
"427","PeT0000","","","2","Person","Undefined","male","Peyer (im Hof)","Thomas","","","Willisau","","","","","","older brother of Heinrich Peyer","","",""
"428","Pf1805","","","2","Person","Contemporary","male","Pfenninger","","","01/01/1805 00:00","","","","","","","Vikar, steht zur Wahl im Dreiervorschlag 1837","","",""
"429","PfK1794","","","2","Person","Sample","male","Pfyffer","Kasimir","","01/01/1794 00:00","Rom/Luzern","","01/01/1875 00:00","","","","Jurist","","",""
"430","PdRCxxxx","","","2","Person","Historical","male","Pictet de Rochement","Charles","","","","","","","","","Neutralitätsformulierung","","",""
"431","PiReE1854","","","2","Person","Historical","female","Pieczynska-Reichenau","Emma","","01/01/1854 00:00","","","01/01/1927 00:00","Mont-Sur-Lausanne, Switzerland","Paris, France","","[She]  was a Swiss abolitionist and feminist born in Paris, France. She was orphaned at 5 years old, and grew up with foster families in Geneva and Neuchâtel. When she was old enough, she travelled to Paris, where she met and married the intellectual Stanislas Pieczynski. In 1875 she followed him to Poland. Horrified by the lack of education of women there, she began at once to teach reading and writing. In 1881 she turned back to help people in Switzerland. In Leukerbad she learned from the American doctor and suffragette Harriet Clisby, who familiarized her with the women's rights movement. (Wikipedia)","","67267456",""
"432","PiGBxxxx","","","2","Person","Historical","male","Pioda","Giovanni Battista","","","","","","","","","","","",""
"433","PlJ1798","","","2","Person","Contemporary","male","Platter","Johannes","","01/01/1798 00:00","St. Gallen","","01/01/1857 00:00","","","","Gichteler, bekehrt das Zürcher Oberland von 1834 bis 1843","","",""
"434","PrA1697","","","3","Person","Historiographer","male","Prévost","Antoine  ","","01/01/1697 00:00","","","","","1763","","","","",""
"435","PrPJ1809","","","2","Person","Sample","male","Proudhon","Pierre-Joseph","","01/01/1809 00:00","","","01/01/1865 00:00","Passy, Paris, France","Besançon, France","","","","17228286",""
"436","PuS1632","","","2","Person","Historical","male","Puffendorf","Samuel","","01/01/1632 00:00","","","01/01/1694 00:00","Berlin, Germany","Zwönitz, Germany","","Baron Samuel von Pufendorf was a German jurist, political philosopher, economist, statesman, and historian. His name was just Samuel Pufendorf until he was ennobled in 1684; he was made a Freiherr a few months before his death at age 62 in 1694.","","",""
"437","Ra0000","","","2","Person","Historical","male","Raabe","","","","","","","","","","Professor","","na",""
"438","Ragusaxxxx","","","2","Person","Historical","male","Ragusa","","","","","","","","","","writer of the Herzogin von Ragusa","","",""
"439","RaC0000","","","2","Person","Historical","female","Rahn  ","Caroline","","","","","","na","na","","Swiss feminist.","","na",""
"440","RaHK1802","","","1","Person","Sample","male","Rahn-Escher","Hans Conrad","","01/01/1802 00:00","Zürich","","01/01/1881 00:00","","","","Arzt","","",""
"441","ReA1765","","","2","Person","Historical","male","Reding","Alois Josef Fridolin","","01/01/1765 00:00","Biberegg, Schwyz/Schwyz","","01/01/1818 00:00","","","","einer der ersten, die Widerstand gegen die Helvetik bot, ging nach Paris um dort den Ersten Consul für das Föderative-System der Schweiz zu gewinnen","","",""
"442","ReT1755","","","2","Person","Historical","male","Reding","Theodor","","01/01/1755 00:00","","","01/01/1809 00:00","","","","Schwyzer General, 1811 zwingt in Andalusien Napoleons Truppen zur Kapitulation","","",""
"443","Re","","","2","Person","Historiographer","female","Regelinda ","","","","","","","","","","not well known mother of Adalrich – see Ufenau – wife of Burchard II. Princess Abbess of the Imperial Abbey of Fraumünster (Zürich).","","",""
