,,,,,"Free",,,,,"Goffman/ Burke",,,"Dramatica",,,,,,,,
231,136,4,327,"Das anerkannte der Mann denn auch mit rührender Dankbarkeit, und als mehrere Jahre nachher ihm sein erster Enkel geboren wurde, da verordnete der Großvater, der Pfarrer Schweizer [51] müsse zu seinem Paten erbeten und nach ihm der Knabe genannt werden. ",25,,,,,,,,,,,,,,,,
231,136,4,328,"So geschah es auch, und bis diese Stunde erinnert der - jetzt schon alternde - Tochtersohn Hubers [Höhn] durch seinen, hier sonst unbekannten Taufnamen - Diethelm - an den einstigen Pfarrer Schweizer und dessen Verhältnis zu seinem Großvater.",25,,,,,,,,,,,,,,,,
231,136,4,329,"Ich habe die denkwürdige Geschichte Eures Großvaters hier eingehend erzählt und will sie gleich noch bis zu seinem stillen, seligen Ende fortführen. ",25,,,,,,,,,,,,,,,,
231,136,4,330,"Von dem folgenreichen Frühling 1804 an lebte er mit seiner Familie lange, segensreiche Jahre in der schönen, ihnen nun ganz zur Heimat gewordenen Berggegend des Hirzels, getragen von der Liebe und Achtung der beruhigten Gemeinde. ",25,"4,1804",,,,,,,,,,,,,,,
231,136,4,331,"Einmal aber erhob sich noch ein Sturm gegen den in so vielen Stürmen und Errettungen ergrauten Mann. ",25,,,,,,,,,,,,,,,,
231,136,4,332,"Es war in den Jahren 1818 bis 1821, als der Strom der Erweckung eines neuen religiösen Lebens die ganze Zeit durchflutete, namentlich aber in Deutschland, Frankreich und der Schweiz sich Bahnen brach. ",26,"1818-1821",,,,,,,,,,,,,,,
231,136,4,333,"Was damals in den welschen Kantonen und in Schaffhausen geschah und nachhaltig fortwirkte, das gehört in eine Kirchengeschichte der Schweiz und würde hier zu weit führen. ",26,,,,,,,,,,,,,,,,
231,136,4,334,"Genug, jene Bewegung der Geister ergriff auch unsere Gegend, und als ihren Mittelpunkt den Hirzel, wo die vorhergehende furchtbare Teurung (1816 und 1817) und wohl auch die Vieljährige, einfachherzliche Predigt des Vaters viele Herzen zubereitet hatte. – ",26,"1816-1817",,,,,,,,,,,,,,,
231,136,4,335,"Wer nie inmitten einer solchen Erweckung gestanden, kann sich kaum vorstellen, wie das ist, wenn erst einzelne, dann viele, dann ganze Scharen sich aufmachen und fragen:",26,,,,,,,,,,,,,,,,
231,136,4,336,"«Was soll ich tun, daß ich selig werde [*46] »? ",26,,,,,,,,,,,,,,,,
231,136,4,337,"Es war im Winter 1817 und im Frühjahr 1818, als auf diese Weise sich das Pfarrhaus im Hirzel jeden Sonntagabend - denn die Wochentage ließen ihnen nicht Zeit dazu - mit Leuten füllte, die etwas für ihr Innerstes suchten. ",26,"1817-1818",,,,,,,,,,,,,,,
231,136,4,338,"Wohl war dieses vielfache, ernste Nachfragen nach dem Einen Notwendigen eine süße Freude für den alten Seelsorger, der so oft auf seinem Ackerfelde sich umsonst nach Blüte und Frucht für die Ewigkeit umgesehen hatte. – ",26,,,,,,,,,,,,,,,,
231,136,4,339,"Um Ordnung in die Sache zu bringen, fing der Vater [52] an, die Leute zur bestimmten Stunde des Sonntagabends ins Pfarrhaus zu bescheiden und ihnen da eine Erbauungs- oder Bibelstunde, wie man sie jetzt nennen würde, zu halten.",26,,,,,,,,,,,,,,,,
231,136,4,340,"Die Sache machte Aufsehen, zuerst mehr als in der Gemeinde bei den benachbarten Pfarrern, die weder gläubige Verkündiger des Evangeliums, noch vornehm-tolerante Fortschrittsmänner - wie sie wohl jetzt sich finden - waren, sondern steife, in der Landeskirche festgesessene Rationalisten, die sich vor der «überall, selbst im Kanton Zürich einbrechenden Schwärmerei>> entsetzten. ",26,,,"Zürich;",,,,,,,,,,,,,
231,136,4,341,"Was jetzt kaum mehr auffallen würde religiöse Privatversammlungen - machte damals ein gewaltiges Aufsehen und war namentlich den Geistlichen ein Dorn im Auge. ",26,,,,,,,,,,,,,,,,
231,136,4,342,"Ob von ihnen her die Mißstimmung in der Gemeinde, namentlich bei einigen jüngern Männern, welche von Aufklärung und Verfinsterung etwas rauschen gehört, geweckt wurde oder umgekehrt - ich weiß es nicht. ",26,,,,,,,,,,,,,,,,
231,136,4,343,"Genug, es ging manche Kränkung über das Haupt des greisen Vaters, und die bitterste war es ihm, als der erst so lautere Strom der Erweckung, der erst sein Herz so erfreut hatte, anfing, sich mit allerlei schmutzigem Geschiebe aus unlautern Nebenbächen zu vermischen. ",26,,,,,,,,,,,,,,,,
231,136,4,344,"Ins Einzelne hier einzugehen ist nicht möglich. ",26,,,,,,,,,,,,,,,,
231,136,4,345,"Im Frühjahr 1822 wurden die Erbauungsstunden im Pfarrhause aufgehoben; ein Jahr später nahm der vielfach gebeugte Greis - auf den Wunsch eines Teiles der Gemeinde einen Vikar an - den nachmaligen Pfarrer Waser von Altstätten. ",26,1822,,,,,,,,,,,,,,,
231,136,4,346,"Dieser junge Mann stand ihm - nicht aus innerer Sympathie, aber aus natürlicher Gutherzigkeit und alsbald gewonnener Anhänglichkeit an die Pfarrfamilie - wohlwollend und liebevoll zur Seite und pflegte ihn in der letzten Krankheit wie ein treuer Sohn, bis der müde Greis, am zwölften September 1824, in den Armen seiner Anna - dem Segen und der Krone seines Lebens - für diese Welt die Augen",26,1824,,,,,,,,,,,,,,,
231,136,4,347,"schloß.*",26,,,,,,,,,,,,,,,,
231,136,4,348,"*Noch einmal - beim Tode des Vaters - erwachte in seiner Gemeinde Liebe und Dankbarkeit im vollen Maße; manche rührende Zeugnisse davon wurden uns zuteil - und nicht von einzelnen nur, denn unter anderen Beweisen der Anerkennung erbat sich die Gemeinde von den Hinterlassenen - zunächst der Witwe - das Recht, ihm das einfache Denkmal [53] am Grabe setzen zu dürfen. Es war dies das erste Mal im Hirzel – die Leichensteine der frühem Pfarrer waren stets von ihren Familien besorgt worden - und geschah mit ausdrücklicher Hinweisung auf jene Wohltat des Frühjahres 1804.",27,1804,,,,,,,,,,,,,,,
231,136,4,349,"Einer Erfahrung aber aus jener Zeit religiöser Erregung muß ich noch gedenken - einer der schönsten aus des Vaters und unser aller Leben. Das Aufsehen, das die Erbauungsstunden in einem Pfarrhause hiezulande (wie gewöhnlich wäre es in Württemberg gewesen!) gemacht hatte, führte Teilnehmende aus der nähern und fernern Umgebung herbei, so auch zwei Brüder Schneebeli aus Affoltern, Freunde und Genossen des Missionar Bär, der als ein Erstling der Missionszöglinge von Basel im Jahre 1818 auf die Insel Makisser [*47] abgesendet worden und bei seinem Abschied vom Vaterlande auch uns noch besucht hatte. ",27,1818,,,,,,,,,,,,,,,
231,136,4,350,"Der ältere dieser Brüder, Jakob, erschien eines Sonntagmorgens im Sommer 1819 in unserm Pfarrhaus mit der bescheidenen Bitte, ein kleines Paket da niederlegen zu dürfen, das er abends, wenn er den Gottesdiensten und der Bibelstunde beigewohnt, wieder abholen möchte, um damit morgen ein Geschäft am See drunten abzutun. ",27,1819,,,,,,,,,,,,,,,
231,136,4,351,"Die Mutter, das gerne gewährend, lud ihn, da er doch den Tag im Orte zubringen werde, zum Mittagessen ein eine Einladung, die er mit auffallender Freude annahm. ",27,,,,,,,,,,,,,,,,
231,136,4,352,"Es war ein gemütliches Zusammensein mit dem neuen Bekannten, der in manchem eingehenden Gespräch uns einen ernsten, bewährten, innerlich gebildeten Christen in ihm erkennen ließ. ",27,,,,,,,,,,,,,,,,
231,136,4,353,"Am Schlusse unseres einfachen Mahles wandte Schneebeli sich an den Vater und sprach mit bewegter Stimme: «Ich danke Gott, daß Er mich diese Stunde hat erleben lassen. ",27,,,,,,,,,,,,,,,,
231,136,4,354,"Seit langen Jahren habe ich ihn darum gebeten.",27,,,,,,,,,,,,,,,,
231,136,4,355,"Herr Pfarrer, ich war einst Ihr Feind! Nun weiß ich zwar wohl, daß Sie längst allen Ihren Feinden vergeben haben, aber es drängte mich doch immer, Ihnen meine Sünde zu bekennen und von Ihnen selbst Ihre Vergebung zu empfangen.",27,,,,,,,,,,,,,,,,
231,136,4,356,"Sie alle haben mich mit so herzlicher Liebe aufgenommen, mich wie einen Ihresgleichen behandelt - und ich - ich habe einst Sie alle - den Vater, die Mutter, die Kinder - in einen Schrecken versetzt, den ich erst jetzt ganz ermessen kann, [54] seit ich Sie alle kenne. ",27,,,,,,,,,,,,,,,,
231,136,4,357,"Ja, ich habe Sie alle auf den Tod geängstigt, denn ich wollte Sie, lieber Herr Pfarrer, gefangennehmen!» ",27,,,,,,,,,,,,,,,,
231,136,4,358,"Da tauchte in uns allen die Erinnerung an jenen Samstagabend vor Ostern 1804 lebendig auf, und ein Sturm von Erstaunen und Freude, Rückblicken und Fragen erging über den starken Mann, der weinend uns allen die Hände drückte. ",27,1804,,,,,,,,,,,,,,,
231,136,4,359,"Ja, er war der Anführer jener von Willi gesandten Schar - jetzt der Freund unter Freunden! und nachdem die erste Bewegung sich gelegt, der Vater den tief Gerührten wie einen längst vermißten Sohn bewillkommt hatte, erzählte Schneebeli:",27,,,,,,,,,,,,,,,,
231,136,4,360,"«Ich war damals ein junger Hitzkopf, der die Freiheit, mit so Vielen, am unrechten Orte suchte. ",27,,,,,,,,,,,,,,,,
231,136,4,361,"Mit Freuden ergriff ich Willis, meines Generals, Auftrag, ein paar unserer Feinde gefangenzunehmen. ",27,,,,,,,,,,,,,,,,
231,136,4,362,"Noch weiß ich Wohl, wie ich beim Eintritt in den Hirzel drohte und meine Leute aufforderte, bei vermutetem Widerstande auf das Pfarrhaus zu schießen. ",27,,,,,,,,,,,,,,,,
231,136,4,363,"Da traten Sie ans Fenster, freundlich uns Erquickungen anbietend, und ich - ich war durch Ihre Worte wie vom Blitz getroffen, war froh, um nur nicht gleich weiter handeln zu müssen, über den Aufschub, den Sie mit Ihrem Wein bereiteten, und als nun im Schulhause die Männer kamen, mit mir zu unterhandeln, nahm ich mit kaum zu verbergender Freude Ihre Anerbietungen an, denn es wäre mir unmöglich gewesen, gegen Sie weiter vorzugehn. ",27,,,,,,,,,,,,,,,,
231,136,4,364,"Und als nun bei unserm Abzug uns ein Bote mit der Nachricht begegnete, unsere ganze Sache sei verloren, da war ich plötzlich wie von allem losgebunden, woran ich mich so ganz hingegeben hatte. ",27,,,,,,,,,,,,,,,,
231,136,4,365,"Ich verabschiedete meine Leute und floh - floh immer weiter bis ins Berner Oberland; dort habe ich ganze Nächte auf den Bergen, zwischen Eis und Schnee zugebracht; ",27,,,,,,,,,,,,,,,,
231,136,4,366,"wie ich mein Leben dabei fristete, weiß ich nicht mehr, aber das weiß ich noch klar, daß es fort und fort in meinem Innern ertönte: ",27,,,,,,,,,,,,,,,,
231,136,4,367,"„Du hast deine Hand an den Gesalbten des Herrn gelegt“, und die Angst, die ich Ihnen und Ihrer unschuldigen Familie bereitet und die ich jetzt Tag und Nacht mir vorwarf, kam in solchem Grade über mich, daß ich mich nicht gewundert hätte, wenn [55] eines der scharfen Urteile [*48], ",27,,,,,,,,,,,,,,,,
231,136,4,368,"welche die Anführer jenes Aufstandes trafen, auch über mich ergangen wäre, - so sehr quälte mich die Erinnerung an den Samstagabend im Hirzel.",27,,,,,,,,,,,,,,,,
231,136,4,369,"In meine Heimat wollte ich nicht zurückkehren, sondern wandte, als ich mich endlich wieder unter Menschen wagte, meine Schritte nach Hofwyl in die Fellenbergsche Anstalt [*49], wo ich mehrere Jahre als Angestellter auf dem großen Gute arbeitete und meine politischen Träumereien gänzlich vergaß. ",27,,,,,,,,,,,,,,,,
231,136,4,370,"Endlich erwachte die Sehnsucht nach meiner Heimat in mir; ich kehrte heim, und hier fand ich endlich, was ich unbewußt lange gesucht hatte: mein Bruder Johannes und sein Freund Bär - jetzt Missionar - lebten ein fröhliches Glaubensleben, an das ich alsbald mich anschloß, nun als rechten Bescheid auf all mein früheres Fragen und Treiben die Antwort empfangend und endlich verstehend: ",27,,,,,,,,,,,,,,,,
231,136,4,371,"„Wenn euch der Sohn frei macht, so seid ihr wahrhaftig frei!“ [*50]. ",27,,,,,,,,,,,,,,,,
231,136,4,372,"Wohl hundertmal seither wünschte ich, Ihre Vergebung mir einmal erbitten, meine Beichte Ihnen ablegen zu dürfen, aber ich wagte es nicht bis jetzt, da ich Ihre Gesinnung kennen gelernt habe und nun wußte, daß auch bei Ihnen, wie bei Ihrem Herrn, viel Vergebung ist.»",27,,,,,,,,,,,,,,,,
231,136,4,373,"Das war eine schöne, schöne Stunde! - Schneebeli blieb von nun an unser Freund bis ans Ende seines Lebens. ",27,,,,,,,,,,,,,,,,
231,136,4,374,"Er war der letzte Besuch, den unsere Mutter, zwei Tage vor ihrem Scheiden, am letzten Tage des Jahres 1855, noch annehmen konnte, - ein Vorzug, dessen er sich oft und herzlich erfreut hat.",28,1855,,,,,,,,,,,,,,,
231,136,4,375,"Nach all den Stürmen, welche die ersten Jahre des Jahrhunderts durchtobt hatten, begann ein jahrelanges schönes Stilleben in unserm Pfarrhause. ",29,,,,,,,,,,,,,,,,
231,136,4,376,"Von damals an datieren sich eigentlich erst die fröhlichen Erinnerungen an meine Kindheit. ",29,,,,,,,,,,,,,,,,
231,136,4,377,"Wir Schwestern waren geteilt in «die großen und die kleinen», und seltsamerweise wurde Schwester «Regeli» gewöhnlich zu den letztern gezählt. ",29,,,,,,,,,,,,,,,,
231,136,4,378,"Es war das Vorrecht ihres Lebens, immer etwas jünger zu sein als ihre Jahre. ",29,,,,,,,,,,,,,,,,
231,136,4,379,"Indessen war sie ganz und gar das Mütterchen ihrer kleinen Schwestern, [56] und wie sie später mit unsern Nichten, Elise und Nanny, und dann mit meinen Kindern Verkehrte, das war die lebendige Fortsetzung dessen, was sie früher schon an mir und Dortchen geübt hatte. ",29,,,,,,,,,,,,,,,,
231,136,4,380,"Dortchen (zürcherisch Dödeli) - das wunderbare Kind, dessen ganzes kurzes Leben wie unter einem mystischen Schleier erblühte! ",29,,,,,,,,,,,,,,,,
231,136,4,381,"Mir ist, sie entziehe sich jeder menschlichen Beschreibung. ",29,,,,,,,,,,,,,,,,
231,136,4,382,"Von früher Kindheit an war sie eine Perle in eigentümlichster Fassung. ",29,,,,,,,,,,,,,,,,
231,136,4,383,"Wie oft warf «die Kleine» einen seltsamen, tiefsinnigen Gedanken hin, ohne ein Wort weiter, fest vertrauend‚ daß ich ihn mit Fleisch und Blut überkleiden müsse; dann verstand ich sie ohne weitere Erklärung, und so entstanden die seltsamsten Dichtungen und Märchen unserer Kindheit - nie geschrieben, aber von uns nach und nach als Wahrheit fest geglaubt. ",29,,,,,,,,,,,,,,,,
231,136,4,384,"O der schönen träumerischen Kinderzeit im friedlichen Pfarrhause und auf den Hügeln umher!",29,,,,,,,,,,,,,,,,
231,136,4,385,"Arm waren wir zwar in diesem Pfarrhause - die Nachwehen der Revolutionsjahre wurden noch lange empfunden – aber wie wenige Bedürfnisse kannten wir auch! ",29,,,,,,,,,,,,,,,,
231,136,4,386,"Das eine regte sich freilich schmerzlich in uns Kindern - frühe auch in mir das war das Verlangen neben der Unmöglichkeit, zu all dem Schönen herangebildet zu werden, dessen Kunde denn doch auch in unsere Abgeschiedenheit eindrang. ",29,,,,,,,,,,,,,,,,
231,136,4,387,"Musik und Sprachen (hierunter das einzige Französisch verstanden)! ",29,,,,,,,,,,,,,,,,
231,136,4,388,"Ach wie pries ich alle die glücklich, die singend am Klavier saßen und französische Bücher lasen! – ",29,,,,,,,,,,,,,,,,
231,136,4,389,"Aber neben dieser – allerdings nicht geringen - Entbehrung welch ein wonniges Leben führten wir in unserer herrlichen Natur! ",29,,,,,,,,,,,,,,,,
231,136,4,390,"Da hatte jeder Hügel und jedes Tal, jeder Wald und jeder Bach, jeder Baum und jedes Blümchen seinen eigenen Namen und seine eigene Bedeutung. ",29,,,,,,,,,,,,,,,,
231,136,4,391,"Solch ein Leben mit und in der Natur ist in «Heinrich Stilling’s Jugend>> [*51] geschildert, dem Buche, das darum auch tief sympathetisch das Buch unserer Jugend war.",29,,,,,,,,,,,,,,,,
231,136,4,392,"Selbst der einsame Winter - damals war unsere Gegend noch sieben Monate hindurch wie vom Leben der übrigen Welt abgeschnitten - hatte seine eigenen Reize für uns: ",29,,,,,,,,,,,,,,,,
231,136,4,393,"nicht nur die sonnigen Wintertage, an denen wir auf unsern Hügeln [57] umher wanderten, uns am wunderbaren Glanz der Gebirge erfreuend, während ringsum in den Tälern ein dichtes Nebelmeer Wogte, aus dem einzelne Waldhöhen wie Inseln hervorragten -, auch die dunkeln Tage und die langen Abende hatten ihren Reiz; ",29,,,,,,,,,,,,,,,,
231,136,4,394,"denn da schnurrten die Spinnräder, an denen wir wetteifernd, aus selbstgepflanztem Hanf und Flachs, das feine Garn spannen, aus dem unsere einfache Kleidung und der nötige Hausbedarf an Linnen bereitet wurde. ",29,,,,,,,,,,,,,,,,
231,136,4,395,"Um sechs Uhr abends trat dann regelmäßig der Vater in die Spinnstube, uns vorzulesen - nicht ausschließlich, aber doch zumeist die Bücher der Bibel, die er dabei mit der Mutter und der Tante so gründlich durchsprach, daß wir Kinder dadurch wie von selbst in die Geschichte und die Gedanken der Bibel uns einlebten. ",29,,,,,,,,,,,,,,,,
231,136,4,396,"Daneben auch wurde viel von uns gelesen, nicht die Menge der Bücher, aber was wir eben besaßen und was uns zusagte, immer und immer wieder, bis der Inhalt - unverdrängt von immer Neuem - ganz unser eigen war.",29,,,,,,,,,,,,,,,,
231,136,4,397,"Und wenn nun der Frühling kam - O des glückseligen Auflebens mit der Natur! ",29,,,,,,,,,,,,,,,,
231,136,4,398,"Dann fanden sich auch bald die Gäste ein, die jeden Sommer wiederkehrten: ",30,,,,,,,,,,,,,,,,
231,136,4,399,"zunächst die Geschwister der Mutter; der älteste Bruder, Kaspar (gest.1828) mit seiner Frau (Seite 51), der «Tante Bäbe>>. ",30,1828,,,,,,,,,,,,,,,
231,136,4,400,"Sie hatten zwei Söhne, deren einer, Jakob, schon 1806 starb, der ältere, Kaspar, ganz daheim in unserm Hause, folgte ihm schon 1812; er hinterließ einen kleinen, später im J ünglingsalter verstorbenen Sohn und eine Witwe - Anna Lavater - die sich in der Folge an einen Kaufmann von Birch verheiratete, dessen Sohn aus erster Ehe, der Euch wohlbekannte Pfarrer von Birch, später in nahes Verhältnis mit uns trat. ",30,"1806-1812",,,,,,,,,,,,,,,
231,136,4,401,"Die einzige Tochter dieser Eltern, Elisabeth (geb. 1787) wurde frühe (1804) an Johann Wichelhausen verheiratet, den Sohn einer vornehmen Familie in Bremen, der, von Jugend auf kränklich, in der Schweiz seine Gesundheit und in «Setli Geßner>> seine Jugendliebe gefunden hatte, weshalb er seinen Wohnort in Zürich aufschlug. ",30,"1787; 1804",,"Zürich;",,,,,,,,,,,,,
231,136,4,402,"Er war ein tief gemütlicher, treuer Mensch, der sich vorzugsweise uns Hirzelleuten anschloß, mit dem wir denn auch so recht von Herzen alle Drangsale [58] Deutschlands unter Napoleon, dann aber auch den Jubel der Befreiung, die Erhebung des deutschen Volkes und jede Einzelnheit jener Schlachten und Siege teilten, ja recht eigentlich durchlebten. ",30,,,,,,,,,,,,,,,,
231,136,4,403,"Wie alljährlich, so weilten Wichelhausens auch im Juni 1815 in unserer Mitte, und als die Siegesbotschaft von Waterloo bei uns eintraf, feierten wir ein häusliches Dankund Siegesfest. - Ihr erinnert Euch alle noch lebendig an Onkel und Tante Wichelhausen. ",30,1815,,,,,,,,,,,,,,,
