"Transcript","Author","Bibliography","Sequence_no","Text","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet",
14,645,532,960,"Auch hier traf ich Hirzel nicht. ",,,"oberst hirzel;",,,,
14,645,532,961,"Noch, fiel hie und da ein Schuß; ",,,,,,,
14,645,532,962,"ich stand in der Wohnung des Herrn Hirzel am Fenster, das gegen den ",,,"oberst hirzel;",,,,
14,645,532,963,"Garten und den Paradeplatz geht und sah hier bald die Scene sich ",,,,"paradeplatz;",,,
14,645,532,964,"wechseln. Zwischen der Post und dem Hotel marschirten die Plotone der ",,,,,,,
14,645,532,965,"Bürgermilitz auf und machten Front gegen den Paradeplatz; ","bürger;",,,"paradeplatz;",,,
14,645,532,966,"Dr. Escher führte circa 60 bis 80 seiner Leute auf, von denen vielleicht ",,,"escher;",,,,
14,645,532,967,"25 mit Flinten, die übrigen mit Stöcken [illegible, 3 signs] bewaffnet [-",,,,,,,
14,645,532,968,"77—]waren; er ließ sie vor dem Brunnen Front gegen das Hotel Baur machen. ",,,,,,,
14,645,532,969,"Ungefähr um halb 11 Uhr zog sich die Militärschule in möglicher Stille, ","schule;",,,,,,
14,645,532,970,"doch geordnet, in die Caserne zurück; ",,,,,,,
14,645,532,971,"der Wachtposten vor dem Feldhof ward abgelöst und durch das Bürgermilitär ","bürger;",,,,,,
14,645,532,972,"ersetzt. ",,,,,,,
14,645,532,973,"Schon fast seit einer Stunde ertönten alle Glocken der Stadt. ",,,,,,,
14,645,532,974,"Jetzt kam Herr Oberst Pestalutz zum Feldhof, die Frauen aus dem Hause zu ",,,,,,,
14,645,532,975,"entfernen; ",,,,,,,
14,645,532,976,"auch mir sagte er, ich wäre hier im Hause nicht sicher.",,,,,,,
14,645,532,977," — Noch bevor die Militärschule das Zeughaus verlassen hatte, kam Herr ","schule;",,,,,,
14,645,532,978,"Oberst Hirzel in seine Wohnung. ",,,"oberst hirzel;",,,,
14,645,532,979,"Er sah sehr zerstört und angegriffen aus, troff von Schweiß und konnte ",,,,,,,
14,645,532,980,"bloß die Worte hervorbringen: Gott! daß dieß hat geschehen müssen! ","wort; gott;",,,,,,
14,645,532,981,"stürzte ein Glas Wein hinunter und wieder fort. 20b)",,,,,,,
14,645,532,982," — Ich befand mich nun im Feldhof ganz allein und hatte Zeit, ",,,,,,,
14,645,532,983,"Betrachtungen [-78—]über das, was unter meinen Augen vorging, ",,,,,,,
14,645,532,984,"anzustellen. ",,,,,,,
14,645,532,985,"Ich sah, daß die Stadtmilitzen Meister geworden, von dem aber, was um ",,,,,,,
14,645,532,986,"diese Zeit auf dem Post- und Stadthause vorgegangen war, davon hätte mir ",,,,,,,
14,645,532,987,"jetzt noch nichts ahnen können.",,,,,,,
14,645,532,988," — Herr Oberst Pestalutz kam unterdessen zu mir zurück, wiederholte, ich ",,,,,,,
14,645,532,989,"sei hier nicht sicher und anerbot sich, mich in irgend ein Privathaus, ",,,,,,,
14,645,532,990,"das ich ihm bezeichnen möchte, zu begleiten. ",,,,,,,
14,645,532,991,"Ich erklärte, Herrn Bürgermeister Heß sehen zu wollen und Herr Pestalutz ","bürger;",,,,,,
14,645,532,992,"begleitete mich bis zum Tannenberg, wo ich ungefähr um halb 12 Uhr ",,,,,,,
14,645,532,993,"hinkam. ",,,,,,,
14,645,532,994,"Herr Heß war nicht da, erschien aber eine Viertelstunde später. ",,,,,,,
14,645,532,995,"Was ist? fragte ich ihn. ",,,,,,,
14,645,532,996,"„Was ist?” erwiederte er, „das Glaubens-Comité! regiert halt jetzt.” ","regierung; comité; glaube;",,,,,,
14,645,532,997,"(Das war mir in der That nichts Neues.) ",,,,,,,
14,645,532,998,"„Ich denke,” fuhr er fort, „jetzt thut man gut, bei Weib und Kind bei ",,,,,,,
14,645,532,999,"Hause zu bleiben; ich weiß nicht, aber wenn Bürgi und solche den Leuten ",,,"bürgi;",,,,
14,645,532,1000,"in die Hände kämen, es würde ihnen nicht gut gehen.”",,,,,,,
14,645,532,1001," — Sind denn diese Leute Meister? ",,,,,,,
14,645,532,1002,"Er zuckte die Achseln: „eine vertrauliche Besprechung hat vorläufig statt ",,,,,,,
14,645,532,1003,"gefunden; wollen Sie jetzt nicht gehen?” ",,,,,,,
14,645,532,1004,"Ich ging. - - Auf der Straße sah ich nicht, was um mich vorging, kaum ",,,,,,,
14,645,532,1005,"einige der Landsturmleute zerstreut umherstehen. Ungeachtet ich mich ","land;",,,,,,
14,645,532,1006,"überzeugte, es sei mit der Regierung für den Moment vorbei, konnte und ","regierung;",,,,,,
14,645,532,1007,"wollte ich nicht von ferne denken, daß einzelne ihrer Mitglieder selbst ","mitglied;",,,,,,
14,645,532,1008,"eben daran arbeiteten, sie für aufgelöst zu erklären und eine neue bilden ",,,,,,,
14,645,532,1009,"zu helfen. Ich meinte, Einer wie der Andere, wir Alle waren für ",,,,,,,
14,645,532,1010,"einstweilen auf die Seite geschoben, [-79-]das Comité mit dem Stadtrath, ","comité;",,,,,,
14,645,532,1011,"letzterer unter dem Schutze der Stadtmilizen, hätten die Zügel ergriffen. ",,,,,,,
14,645,532,1012,"Daß Herr Oberst Hirzel Befehl erhalten hätte, die Zeughäuser an diese ",,,"oberst hirzel;",,,,
14,645,532,1013,"abzugeben und die Militärschule aufzulösen, davon wußte ich noch nichts. ","schule;",,,,,,
14,645,532,1014,"Ich wollte mich für ein paar Stunden in ein benachbartes Haus begeben, ",,,,,,,
14,645,532,1015,"erfuhr da mehr als ich wußte und erhielt den Rath, mich aus der Stadt zu ",,,,,,,
14,645,532,1016,"entfernen. ",,,,,,,
14,645,532,1017,"Gegen 4 Uhr Abends kam ich nach Winterthur. Dort und in Frauenfeld blieb ",,,,"winterthur;",,,
14,645,532,1018,"ich bis zum 17.",,,,,,,
14,645,532,1019," — Nach 4 oder 5 Tagen, während denen ich mich je länger je freier und ",,,,,,,
14,645,532,1020,"glücklicher fühlte, stieg die Besorgniß in mir auf, es könnte mir meine ",,,,,,,
14,645,532,1021,"Entfernung von Zürich, ohne die in meiner Hand liegenden amtlichen ","zürich;",,,"zürich;",,,
14,645,532,1022,"Papiere abgegeben zu haben, zur Last oder als eine Art Defraudation ",,,,,,,
14,645,532,1023,"wollen angerechnet werden. Ich wünschte demnach zurückzukehren, wollte ",,,,,,,
14,645,532,1024,"mich aber nach dem dortigen Stand der Dinge vorher erkundigen. ",,,,,,,
14,645,532,1025,"Herr Statthalter Sulzer frug demnach hierüber bei dem neuen Staatsrath M. ",,,"sulzer;",,,,
14,645,532,1026,"Sulzer an, der ihm kurz erwiederte, ich würde besser thun, noch einige ",,,"sulzer;",,,,
14,645,532,1027,"Tage und bis nach Beendigung der neuen Wahlen wegzubleiben; ",,,,,,,
14,645,532,1028,"übrigens kenne man das erneuerte Treiben dieser Leute. — Man weiß, daß ",,,,,,,
14,645,532,1029,"der provisorische Staatsrath dem Landfrieden nicht traute. ","friede; land;",,,,,,
14,645,532,1030,"Bald hieß es, die Radikalen beabsichtigen von Baden aus, eidgenössische ","radikale; eidgenossen;",,,,,,
14,645,532,1031,"Hülfe anzurufen, bald, in Winterthur rüste man sich, vereint mit Truppen ",,,,"winterthur;",,,
14,645,532,1032,"aus dem Thurgau, zu einem Zug nach Zürich, bald, der Bezirk Regensberg ","zürich;",,,"zürich;",,,
14,645,532,1033,"sei im Anmarsch, weßwegen sogleich 3 Bataillone Infanterie, 1 Compagnie ",,,,,,,
14,645,532,1034,"Artillerie und 1 Compagnie Scharfschützen in den Dienst berufen [-80—] ",,,,,,,
14,645,532,1035,"wurden. ",,,,,,,
14,645,532,1036,"In Winterthur stand ich mit Niemanden in Verbindung oder Correspondenz: ",,,,"winterthur;",,,
14,645,532,1037,"wenn mir auch Einladungen oder Mahnungen zugekommen wären, ich hätte ",,,,,,,
14,645,532,1038,"keinen Theil an irgend welchen Plänen oder Entwürfen genommen, weil die ",,,,,,,
14,645,532,1039,"Art und Weise, wie ich meinen politischen Wirkungskreis hatte verlassen ",,,,,,,
14,645,532,1040,"müssen, mich für lange Zeit der Politik satt, übersatt gemacht hatte. ",,,,,,,
14,645,532,1041,"Wohl sah ich etwa einen Flüchtling, der mir sein und anderer Emigrirten ",,,,,,,
14,645,532,1042,"Schicksal erzählte. 30)[ ] ",,,,,,,
14,645,532,1043,"Am 12. schrieb ich von Frauenfeld aus Folgendes: „ An „den jetzigen ",,,,,,,
14,645,532,1044,"Staatsrath des Kantons Zürich. Tit. ","zürich;",,,"zürich;",,,
14,645,532,1045,"„ Wäre der Unterzeichnete nicht schon seit Monaten von dem sehnlichsten ",,,,,,,
14,645,532,1046,"Wunsche durchdrungen gewesen, einer Lage enthoben zu werden, in welcher ",,,,,,,
14,645,532,1047,"eine Menge peinlicher Empfindungen sein Herz zerrissen, so würde er heute ",,,,,,,
14,645,532,1048,"mit der Frage vor Sie treten: Wer und mit welchem Rechte hat man mich von ",,,,,,,
14,645,532,1049,"meiner Stelle verdr[illegible, verdrängte, verdrüssig?]",,,,,,,
14,645,532,1050,"aber wende ich mich nicht an Sie, um mit Ihnen darüber zu rechten: ich ",,,,,,,
14,645,532,1051,"stelle [-81—] den Urteilsspruch Gott und der Zeit anheim und habe bei ","gott;",,,,,,
14,645,532,1052,"allem Schmerz ob dem Schicksal meines Vaterland des zwei Dinge, die mich ","land;",,,,,,
14,645,532,1053,"in Bezug auf mich selbst vollkommen zu beruhigen vermögen.",,,,,,,
14,645,532,1054,"Das Eine ist die Erlösung aus einem Verhältnisse, in welchem mir die ",,,,,,,
14,645,532,1055,"Ausübung dessen, was ich für Pflicht hielt, zur Unmöglichkeit geworden ",,,,,,,
14,645,532,1056,"war;",,,,,,,
14,645,532,1057,"das andere die Erinnerung und das Bewußtsein dessen, was ich während des ",,,,,,,
14,645,532,1058,"schönsten Theiles meiner Lebenszeit angestrebt und für unser Volk redlich ","volk;",,,,,,
14,645,532,1059,"gewollt und gewirkt habe. 31)[ ]",,,,,,,
14,645,532,1060,"All der Undank, der mir jetzt widerfährt, und mich zwingt, mit dem Namen ",,,,,,,
14,645,532,1061,"eines Volksfeindes gebrandmarkt, den heimathlichen Heerd zu meiden, ist ","volk; feind;",,,,,,
14,645,532,1062,"nicht im Stande, mir die Süßigkeit dieses Trostes zu verbittern. ",,,,,,,
14,645,532,1063,"Ich gehe zum Zwecke der gegenwärtigen Zuschrift über und erbitte mir von ",,,,,,,
14,645,532,1064,"Ihnen, Tit., mir Gelegenheit zu verschaffen, die amtlicher [illegible] ",,,,,,,
14,645,532,1065,"die ich theils als Vorstand und Mitglied der Kantonalbehörden und ","mitglied;",,,,,,
14,645,532,1066,"Collegien, theils als Mitglied [illegible, der] Tagsatzung, in Zürich auf ","zürich; mitglied;",,,"zürich;",,,
14,645,532,1067,"meinem Zimmer hab[illegible, habe] an irgend Jemand, den Sie dazu ",,,,,,,
14,645,532,1068,"bezeichnen mögen, zu übergeben.",,,,,,,
14,645,532,1069,"Zu dem Ende aber erbitte ich mir ferner Ihre Zusicherung, daß Sie mich ",,,,,,,
14,645,532,1070,"vor roher Gewaltthat schützen wollen und werden.",,,,,,,
14,645,532,1071,"Sollten Sie mir diese beiden Verlangen nicht zugestehen und in meiner [-",,,,,,,
14,645,532,1072,"82—] Abwesenheit dennoch die fraglichen Papiere zur Hand nehmen wollen, ",,,,,,,
14,645,532,1073,"so halte ich mich wenigstens für berechtigt, zu verlangen, daß dieses nur ",,,,,,,
14,645,532,1074,"in Gegenwart eines von mir bezeichneten Mannes geschehe, der mit der von ",,,,,,,
14,645,532,1075,"Ihnen beauftragten Person ein Verzeichniß derselben abfasse und sich den ",,,,,,,
14,645,532,1076,"Empfang bescheinigen lasse. ",,,,,,,
14,645,532,1077,"Hiezu schlage ich Ihnen den Herrn N. oder N. vor. ",,,,,,,
14,645,532,1078,"Auf den zwar unwahrscheinlichen Fall, daß mir auch dieses nicht ",,,,,,,
14,645,532,1079,"zugestanden würde, müßte ich mich [illegible, 3 signs]” —",,,,,,,
14,645,532,1080,"Ich theile gegenwärtiges Schreiben MHH. Oberrichter Amann mit, den ich ",,,,,,,
14,645,532,1081,"ersuche, dasselbe nach genommener Einsicht Ihnen zu übergeben und Ihre ",,,,,,,
14,645,532,1082,"Antwort zu meinen Händen in Empfang zu nehmen.”","wort;",,,,,,
14,645,532,1083,"Am 16. erhielt ich folgende Antworten. ","wort;",,,,,,
14,645,532,1084,"Herr Oberrichter Amann schrieb mir: „ Gleich nach Empfang Ihres ",,,,,,,
14,645,532,1085,"Schreibens und der Beilagen stellte ich Ihre Zuschrift an die jetzige ",,,,,,,
14,645,532,1086,"Regierung dem Herrn Bürger, meister Heß zu, mir die Antwort des ","regierung; wort; bürger;",,,,,,
14,645,532,1087,"Regierungrathes erbittend. Diese erhielt ich schon gestern Vormittag in ","regierung;",,,,,,
14,645,532,1088,"der Beilage, aus welcher sich wenigstens stillschweigend entnehmen läßt, ",,,,,,,
14,645,532,1089,"daß Ihr in erster Linie gestelltes Gesuch nicht berücksichtigt worden ",,,,,,,
14,645,532,1090,"sei. ",,,,,,,
14,645,532,1091,"Der hierauf bezügliche Bescheid wurde mir dann von Herrn Regierungsrath ","regierungsrath;",,,,,,
14,645,532,1092,"M. Sulzer mündlich dahin eröffnet, es könne und wolle die Regierung Sie ","regierung;",,"sulzer;",,,,
14,645,532,1093,"zwar nicht abhalten, jetzt schon wieder hieher zu kommen, soferne Sie ",,,,,,,
14,645,532,1094,"dieses wünschen: sie finde aber, daß es sowohl für Ihre eigene Person als ",,,,,,,
14,645,532,1095,"für die Ruhe des Kantons besser sei, wenn Sie Ihre Zurückkunft noch um ","ruhe;",,,,,,
14,645,532,1096,"einige Tage verschieben', was ich Ihnen mittheilen möchte, da mir [-83—] ",,,,,,,
14,645,532,1097,"hierüber eine schriftliche Antwort nicht werde ertheilt werden u. s. w.” ","wort;",,,,,,
14,645,532,1098,"Diesem lag der Beschluß des „Regierunqsrathes” vom 14. bei, nach welchem ","regierungsrath;",,,,,,
14,645,532,1099,"auf mein Anerbieten zur Auslieferung der amtlichen Papiere einfach Herr ",,,,,,,
14,645,532,1100,"Rechenschreiber Nüscheler beauftragt wurde, dieselben von Herrn ",,,,,,,
14,645,532,1101,"Oberrichter Amann in Empfang zu nehmen.",,,,,,,
14,645,532,1102,"Sobald ich diese Zuschriften erhielt, machte ich mich nach Zürich auf den ","zürich;",,,"zürich;",,,
14,645,532,1103,"Weg. Nie hatte ich meiner Person die Wichtigkeit beigelegt, welche der ",,,,,,,
14,645,532,1104,"auf noch so jungen Beinen stehende Regierungsrath vom 6. mir beilegen ","regierungsrath;",,,,,,
14,645,532,1105,"wollte und ich nahm mir vor, es darauf ankommen zu lassen, ob meine ",,,,,,,
14,645,532,1106,"Gegenwart im Stande wäre, der Ruhe (?) des Kantons gefährlich zu sein. ","ruhe;",,,,,,
14,645,532,1107,"Bei meiner Zurückkunft wimmelte die Stadt von Truppen. Es war besser ",,,,,,,
14,645,532,1108,"dafür gesorgt, daß die „Ruhe des Kantons” nicht gestört werde, als ","ruhe;",,,,,,
14,645,532,1109,"gesorgt worden war, den Kanton nicht in diesen Zustand der Ruhe zu ","ruhe;",,,,,,
14,645,532,1110,"versetzen.",,,,,,,
14,645,532,1111,"Schlußwort.","wort;",,,,,,
14,645,532,1112,"So viel kann ich als Augenzeuge berichten. Seither habe ich aus Quellen, ",,,,,,,
14,645,532,1113,"die mir die zuverlässigsten scheinen, gehört, die Regierungsräthe Ed. und ","regierung;",,,,,,
14,645,532,1114,"M. Sulzer, Bürgi, Fierz, Meier, Escher, Krauer, Huber und die beiden ",,,"escher; bürgi; meier; sulzer;",,,,
14,645,532,1115,"Bürgermeister seien von den letzten gewesen, welche den Saal im Posthaus ","bürger;",,,,,,
14,645,532,1116,"verlassen haben. ",,,,,,,
14,645,532,1117,"Nach der Entfernung der meisten waren Hirzel und Fierz beisammen Mitten ",,,"oberst hirzel;",,,,
14,645,532,1118,"im Zimmer, die beiden Sulzer am Kanzleitisch. ",,,"sulzer;",,,,
14,645,532,1119,"Jetzt begaben sich diese in's Seitenzimmer; zu Hrn. Hirzel kam Hr. ",,,"oberst hirzel;",,,,
14,645,532,1120,"Postdirektor [-84-]Schweizer, ihm zu sagen, daß er hier nicht sicher sei ",,,,,,,
14,645,532,1121,"und ihm den Ausweg durch die Mittelthüre nach dem Alumnat anzuweisen. ",,,,,,,
14,645,532,1122,"Hier, im Hofe des Alumnates, wollte Hirzel sich in eines der dortigen ",,,"oberst hirzel;",,,,
14,645,532,1123,"Schulzimmer oder eine der Wohnungen begeben; es war aber Alles ",,,,,,,
14,645,532,1124,"zugeschlossen. ",,,,,,,
14,645,532,1125,"Nun trat ein Mann zu ihm, der ihm rieth, sich in oder hinter die Wagen zu ",,,,,,,
14,645,532,1126,"verbergen, die gewöhnlich in dem äußern Hof stehen. ",,,,,,,
14,645,532,1127,"Er nahm den Rath nicht an, ging durch den Hausgang, bei sich selbst ",,,,,,,
14,645,532,1128,"erwägend, welchen der beiden Auswege er einschlagen wolle, sich aufs ",,,,,,,
14,645,532,1129,"Stadthaus zu begeben und dort den am frühen Morgen der Regierung ","regierung;",,,,,,
14,645,532,1130,"zugesagten Schutz der Personen in Anspruch zu nehmen oder sich über den ",,,,,,,
14,645,532,1131,"Münsterplatz durch die hin- und herwogende Menge nach Hause zu verfügen. ",,,,,,,
14,645,532,1132,"Indem er sich unter dem Eingang des Hauses hierüber besann, trat Hr. O. ",,,,,,,
14,645,532,1133,"Z. auf ihn zu mit den Worten: Herr, Sie wissen, daß ich nicht Ihrer ","wort;",,,,,,
14,645,532,1134,"Meinung bin; aber wenn Ihnen Ihr Leben lieb ist, so machen Sie, daß Sie ",,,,,,,
14,645,532,1135,"fort kommen. ",,,,,,,
14,645,532,1136,"Wollen Sie mich begleiten, fragte Hirzel?",,,"oberst hirzel;",,,,
14,645,532,1137," — Mit Ihnen gehe ich nicht, war die Antwort. — Er kam, einige ","wort;",,,,,,
14,645,532,1138,"Beschimpfungen abgerechnet, ungestört nach Hause. ",,,,,,,
14,645,532,1139,"Fierz hatte noch Hegetschweilern im Passagier-Zimmer gesehen. ",,,"hegetschweiger;",,,,
14,645,532,1140,"Dann entfernte er sich ebenfalls, ohne beleidigt zu werden. — Auch ",,,,,,,
14,645,532,1141,"Jkr.[Junker] Meier begab sich nun nach Hause, ohne auf dem Posthaus ",,,"meier;",,,,
14,645,532,1142,"irgend welche Verabredungen getroffen zu haben. ",,,,,,,
14,645,532,1143,"Von Ed. Sulzer und M. Sulzer 32)[ ] [-85—]hingegen behauptet man, sie ",,,"sulzer;",,,,
14,645,532,1144,"seien die ersten gewesen, die sich nach dem Stadthause begeben haben. ",,,,,,,
14,645,532,1145,"Ob Hr. Heß sich auch noch am Vormittag dort befand, kann ich nicht ",,,,,,,
14,645,532,1146,"angeben; ",,,,,,,
14,645,532,1147,"hingegen ist gewiß, daß er noch vom Posthause aus den Befehl erließ, das ",,,,,,,
14,645,532,1148,"Zeughaus den Stadtmilizen zu übergeben, und die Militärschule zu ","schule;",,,,,,
14,645,532,1149,"entlassen. ",,,,,,,
14,645,532,1150,"Auch hat man ungefähr um 11 Uhr den Hrn. Bürgermstr. v. Muralt, begleitet ","bürger;",,,,,,
14,645,532,1151,"von Präs. Bleuler, hastigen Schrittes über den Predigerkirchhof dem ",,,,,,,
14,645,532,1152,"Stadthause zu gehen gesehen. ",,,,,,,
14,645,532,1153,"Jkr. Meier ist erst nach dem Essen aufs Stadthaus berufen worden, „um ",,,"meier;",,,,
14,645,532,1154,"den Staatsrath vollzählig machen zu helfen”. — Es ",,,,,,,
14,645,532,1155,"scheint hieraus hervorzugehen, daß sich dieser erst Nachmittags ",,,,,,,
14,645,532,1156,"constituirt habe. ",,,,,,,
14,645,532,1157,"Aus dem, was mir aber von Hrn. Bürgermstr. Heß noch vor 12 Uhr ","bürger;",,,,,,
14,645,532,1158,"mitgetheilt wurde, aus dem Berichte des Hrn. Major Uebel, ",,,,,,,
14,645,532,1159,"vorzüglich aber aus dem von Hürlimann-Landis durch den Bezirksrichter ","land;",,,,,,
14,645,532,1160,"Merz in den Bezirk Andelfingen versandten Sturmbrief (vid.19.), ",,,,,,,
14,645,532,1161,"womit dieser schon um 11 Uhr V.M. [?] in Embrach angekommen war, ",,,,,,,
14,645,532,1162,"glaubt man schließen zu müssen, daß die Idee einer provisorischen ",,,,,,,
14,645,532,1163,"Regierung schon mit Pfr. Hirzel eingezogen war. ","regierung;",,"hirzel B.;",,,,
14,645,532,1164,"Die Zukunft wird hierüber gewiß noch Licht verbreiten. —",,,,,,,
14,645,532,1165,"[-86-] Wenn eine Reaction außerhalb der Regierung sich bildet, wenn sie ","regierung;",,,,,,
14,645,532,1166,"immer mehr Boden und am Ende die Herrschaft gewinnt, so hat man dafür den ",,,,,,,
14,645,532,1167,"Namen Revolution und nach Jahren vergißt man den Ursprung dieser ","revolution;",,,,,,
14,645,532,1168,"Herrschaft. ",,,,,,,
14,645,532,1169,"Wenn aber Mitglieder einer Regierung selbst zu jener Reaction, zu den ","regierung; mitglied;",,,,,,
14,645,532,1170,"erklärtesten Feinden der Regierung übergehen und, vereint mit ihnen, der ","regierung; feind;",,,,,,
14,645,532,1171,"recht- und gesetzmäßigen Regierung, deren Mitglieder sie selbst noch ","regierung; mitglied;",,,,,,
